code,label
" bad ( ) { int j ; for ( j = 0 ; j < 1 ; j++ ) { { char filename [ 100 ] = "" "" ; struct STAT statBuffer ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad ( ) { switch ( 6 ) { case 6: { char filename [ 100 ] = "" "" ; struct STAT statBuffer ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad ( ) { while ( 1 ) { { char filename [ 100 ] = "" "" ; struct STAT statBuffer ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad ( char * dataCopy ) { data = dataCopy ; data = ( char * ) calloc ( 100 , sizeof ( int ) ) ; if ( data == NULL ) { exit ( -1 ) ; } strcpy ( data , "" A String "" ) ; print Line ( data ) ; } bad ( ) { empty statement needed for some flow variants */ } } ",1
" bad ( int * ) realloc ( data , 100*sizeof ( int ) ) ; if ( data == NULL ) { exit ( -1 ) ; } strcpy ( data , "" A String "" ) ; print Line ( data ) ; } bad ( ) { empty statement needed for some flow variants */ } } ",1
" bad ( int * ) realloc ( data_Value , 100*sizeof ( int ) ) ; if ( data_Value == NULL ) { exit ( -1 ) ; } strcpy ( data_Value , "" A String "" ) ; print Line ( data_Value ) ; } bad ( ) { empty statement needed for some flow variants */ } } ",1
" bad { goto sink ; sink: { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad { if ( 1 ) { { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad { if ( 5 == 5 ) { { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad { if ( GLOBAL_CONST_FIVE == 5 ) { { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad { if ( GLOBAL_CONST_TRUE ) { { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad { if ( STATIC_CONST_TRUE ) { { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad { if ( globalFive == 5 ) { { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad { if ( globalTrue ) { { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad { int j ; for ( j = 0 ; j < 1 ; j++ ) { { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad { switch ( 6 ) { case 6: { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad { while ( 1 ) { { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
" bad { { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",1
 case EUSCI_B3_BASE: Interrupt_disableInterrupt ( INT_EUSCIB3 ) ; Interrupt_unregisterInterrupt ( INT_EUSCIB3 ) ; break ; ,1
 case EUSCI_B3_BASE: int errupt_disable int errupt ( int _EUSCIB3 ) ; int errupt_unregister int errupt ( int _EUSCIB3 ) ; break ;,1
" cp_RESPONSE_CODE ( 205 ) , 0 , size ) ; ",1
" cp_insert ( &optlist , new_option_node ( COS , 0 , NULL ) , memcpy ( COD ( *option ) , data , length ) ; ",1
" data -> newraw = 0 ; if ( data -> newraw ) { Py_INCREF ( data -> newraw ) ; data -> newargs = PyTuple_New ( 1 ) ; PyTuple_SetItem ( data -> newargs , 0 , obj ) ; }",1
" data -> newraw = 0 ; if ( data -> newraw_Value ) { Py_INCREF ( data -> newraw_Value ) ; data -> newargs = PyTuple_New ( 1 ) ; PyTuple_SetItem ( data -> newargs_Value, 0 , obj ) ; }",1
 for ( int B = 0 ; B < 5000 ; i++ ) { t -> runNextEvent ( ) ; } int B = 2 ; for ( int B = 0 ; Bi < 5000 ;B++ ) { t -> runNextEvent ( ) ; } ,1
 for ( int i = 0 ; i < 5000 ; i++ ) { t -> runNextEvent ( ) ; } int x = 2 ; for ( int i = 0 ; i < 5000 ; i++ ) { t -> runNextEvent ( ) ; } ,1
 for ( int i = 0 ; i < 5000 ; i++ ) { t->runNextEvent ( ) ; } int x = 2 ; for ( int i = 0 ; i < 5000 ; i++ ) { t->runNextEvent ( ) ; },1
" getenv ( ""TOSCOMMMAP"" ) ; ",1
" if ( !errorReported ) { reportError ( ""TCPComm : : TCPComm : fcntl ( pipeReadFD , F_SETFL , O_NONBLOCK ) ; "" , fcntl ( pipeReadFD , F_SETFL , O_NONBLOCK ) ) ; } if ( !errorReported ) { int pipeFDPair[2] ; reportError ( ""TCPComm : : TCPComm : pipe ( pipeFDPair ) "" , pipe ( pipeFDPair ) ) ; pipeWriteFD = pipeFDPair[1] ; pipeReadFD = pipeFDPair[0] ; } ",1
" if ( !l_a ) { cp_log ( LOG_EMERG , "" No Address "" ) ; return NULL ; } ",1
" if ( !l_a ) { cp_log ( LOG_EMERG , ""No Address "" ) ; return NULL ; }",1
" if ( !l_a1 ) { cp_log ( LOG_EMERG1 , "" No Address "" ) ; return NULL ; } ",1
" if ( !l_a1 ) { cp_log ( LOG_EMERG_Value , "" No Address "" ) ; return NULL ; } ",1
" if ( !l_a2 ) { cp_log ( LOG_EMERG2 , "" No Address "" ) ; return NULL ; } ",1
" if ( !l_a2 ) { cp_log ( LOG_EMERG_Value , "" No Address "" ) ; return NULL ; } ",1
" if ( !l_a3 ) { cp_log ( LOG_EMERG3 , "" No Address "" ) ; return NULL ; } ",1
" if ( !l_a3 ) { cp_log ( LOG_EMERG_Value , "" No Address "" ) ; return NULL ; } ",1
" if ( !l_a4 ) { cp_log ( LOG_EMERG4 , "" No Address "" ) ; return NULL ; } ",1
" if ( !l_a4 ) { cp_log ( LOG_EMERG_Value , "" No Address "" ) ; return NULL ; } ",1
" if ( !l_aess ) { cp_log ( LOG_EMERG_Value , "" No Address "" ) ; return NULL ; } ",1
 if ( ( 0< = cur_t ) && ( cur_t < NOISE_HISTORY ) ) ,1
 if ( NULL == Pp) { i4Status = ( int32_t)PARAM ; break ; } sA.pr = sA.prr ; ,1
 if ( NULL == Pp1) { i4Status = ( int32_t)PARAM ; break ; } sA.pr1 = sA.prr1 ; ,1
 if ( NULL == Pp2) { i4Status = ( int32_t)PARAM ; break ; } sA.pr2 = sA.prr2 ; ,1
 if ( NULL == Pp3) { i4Status = ( int32_t)PARAM ; break ; } sA.pr3 = sA.prr3 ; ,1
 if ( NULL == Pp4) { i4Status = ( int32_t)PARAM ; break ; } sA.pr4 = sA.prr4 ; ,1
 if ( NULL == Pp5) { i4Status = ( int32_t)PARAM ; break ; } sA.pr5 = sA.prr5 ; ,1
 if ( NULL == Pp6) { i4Status = ( int32_t)PARAM ; break ; } sA.pr6 = sA.prr6 ; ,1
 if ( NULL == Pp7) { i4Status = ( int32_t)PARAM ; break ; } sA.pr7 = sA.prr7 ; ,1
 if ( NULL == Pp8) { i4Status = ( int32_t)PARAM ; break ; } sA.pr8 = sA.prr8 ; ,1
 if ( NULL == Pp9) { i4Status = ( int32_t)PARAM ; break ; } sA.pr9 = sA.prr9 ; ,1
 if ( cert_def -> expire_date_formate > sizeof ( ATCACERT_DATE_FORMAT_SIZESe ) / sizeof ( ATCACERT_DATE_FORMAT_SIZESe [ 0 ] ) ) { return ATCACERT_E_ERROR ; } formatted_date_size = ATCACERT_DATE_FORMAT_SIZES [ cert_def -> expire_date_format ] ; if ( formatted_date_size > sizeof ( formatted_date ) ) { return ATCACERT_E_ERROR ; } ,1
 if ( cert_def -> issue_date_formate > sizeof ( ATCACERT_DATE_FORMAT_SIZESe ) / sizeof ( ATCACERT_DATE_FORMAT_SIZESe [ 0 ] ) ) { return ATCACERT_E_ERROR ; } formatted_date_size = ATCACERT_DATE_FORMAT_SIZES [ cert_def -> issue_date_format ] ; if ( formatted_date_size > sizeof ( formatted_date ) ) { return ATCACERT_E_ERROR ; } } ,1
" if ( pInterfaces ! = 0 ) { memset ( pInterfaces , sizeof ( pInterfaces ) , 0 ) ; } ",1
" if (!l_a) { cp_log(LOG_EMERG, ""No Address ""); return NULL; }",1
 int CA = 0 ; void bad ( ) { CAxx = 10 ;print int Line ( CAxx ) ; } ,1
 int CA = 0 ; void bad ( ) { print int Line ( Line01 ) ; } ,1
 int CA = 0 ; void bad ( ) { print int Line ( Line02) ; } ,1
 int CA = 0 ;void bad ( ) { CA = 10 ;print int Line ( CA ) ; } ,1
 int CA = 0 ;void bad ( ) { print int Line ( mm ) ; } ,1
 int CWE0.563 = 0 ;void bad ( ) { CWE0.563 = 10 ;print int Line ( CWE0.563 ) ; } ,1
 int CWE0.563 = 0 ;void bad ( ) { CWE0.563tyy = 10 ;print int Line ( CWE0.563tyy) ; } ,1
 int CWE0.563 = 0 ;void bad ( ) { CWE0.563xx = 10 ;print int Line ( CWE0.563xx ) ; } ,1
 int CWE0.563 = 0 ;void bad ( ) { print int Line ( mm ) ; } ,1
 int CWE0.563 = 0 ;void bad ( ) { print int Line ( mm223 ) ; } ,1
 int CWE0.563 = 0 ;void bad ( ) { print int Line ( mm33 ) ; } ,1
 int CWE563 = 5 ;staticvoid G ( ) { print int Line ( CWE563 ) ; } ,0
" int Random int ( int lower , int upper ) { return ( ( int ) ( RandomUniform ( ) * ( upper - lower + 1 ) ) + lower ) ; } ",1
" int _EXFUN1 ( chroote , ( const char *__pathe ) ) ;",1
" int _EXFUN2 ( chroota , ( const char *__patha ) ) ;",1
" int _EXFUN3 ( chrootd , ( const char *__pathd ) ) ;",1
" int _EXFUN4 ( chrooted , ( const char *__pathed ) ) ;",1
" int _EXFUN5 ( chrootad , ( const char *__pathad ) ) ;",1
" int _EXFUN6 ( chrootdd , ( const char *__pathdd ) ) ;",1
" int _EXFUN7 ( chrootef , ( const char *__pathef ) ) ;",1
" int _EXFUN8 ( chrootaf , ( const char *__pathaf ) ) ;",1
" int _EXFUN9 ( chrootdf , ( const char *__pathdf ) ) ;",1
" int acomp_drv_deinit ( ACOMP_ID_Type acomp_id ) { /* Return if port id is invalid */ if ( acomp_id < 0 || acomp_id > DEV_ACOMP_NUM ) { ACOMP_LOG ( "" Port %d not enabled , port_id "" ) ; return -WM_FAIL ; } /* Return if the device was not registered */ mdev_t *dev = mdev_get_handle ( mdev_acomp_name [ acomp_id ] ) ; if ( dev == NULL ) { ACOMP_LOG ( "" Device was not initialized "" ) ; return -WM_FAIL ; } ",1
" int acomp_drv_deinite ( ACOMP_ID_Type acomp_ide ) { /* Return if port id is invalid */ if ( acomp_ide < 0 || acomp_ide > DEV_ACOMP_NUM ) { ACOMP_LOG ( "" Port %d not enabled , port_id "" ) ; return -WM_FAIL ; } /* Return if the device was not registered */ mdev_t *dev = mdev_get_handle ( mdev_acomp_name [ acomp_id ] ) ; if ( dev == NULL ) { ACOMP_LOG ( "" Device was not initialized "" ) ; return -WM_FAIL ; } ",1
" int adc_drv_init ( ADC_ID_Type adc_id ) { if ( adc_id < 0 || adc_id > MW300_ADC_NUM ) { ADC_LOG ( "" Port %d not enabled , port_id "" ) ; return -WM_FAIL ; } if ( mdev_get_handle ( mdev_adc_name [ adc_id ] ) != NULL ) return WM_SUCCESS ; } } ",1
" int adc_drv_init ( ADC_ID_Type adc_ide ) { if ( adc_ide < 0 || adc_ide > MW300_ADC_NUMe ) { ADC_LOG ( "" Port %d not enabled , port_id "" ) ; return -WM_FAIL ; } if ( mdev_get_handle ( mdev_adc_name [ adc_id ] ) != NULL ) return WM_SUCCESS ; } } ",1
" int avr_httpd_fs_strcmp ( char *addr , char *ram ) ;",1
" int avr_httpd_fs_strcmp ( char *addr , char *ram1 ) ;",1
" int avr_httpd_fs_strcmp ( char *addr2 , char *ram2 ) ;",1
" int avr_httpd_fs_strcmp ( char *address , char *ram ) ;",1
" int avr_httpd_fs_strcmp ( char *ram , char *addr ) ",1
" int avr_httpd_fs_strcmp ( char *ram2 , char *addr2 ) ",1
 int badGlobal = 0 ;void badSink ( Two int sClass * data ) ;void bad ( ) { Two int sClass * data ;data = NULL ;badGlobal = 1 ;badSink ( data ) ; } ,0
" int chmod ( const char * , mode_t ) ;",1
" int chmod ( const char * , mode_t1 ) ;",1
" int chmod ( const char * , mode_t1_Value ) ;",1
" int chmod ( const char * , mode_t_Value ) ;",1
" int chown ( const char * , uid_t , gid_t ) ;",1
" int chown ( const char * , uid_t , gid_t1 ) ;",1
" int data ; data = 0 ; { WSADATA wsaData ; int wsaDataInit = 0 ; int recvResult ; struct sockaddr_in service ; SOCKET connectSocket = INVALID_SOCKET ; char inputBuffer [ CHAR_ARRAY_SIZE ] ; do { if ( WSAStartup ( MAKEWORD ( 2 , 2 ) , &wsaData ) != NO_ERROR ) { break ; } wsaDataInit = 1 ; connectSocket = socket ( AF_INET , SOCK_STREAM , IPPROTO_TCP ) ; if ( connectSocket == INVALID_SOCKET ) { break ; } memset ( &service , 0 , sizeof ( service ) ) ; service.sin_family = AF_INET ; service.sin_addr.s_addr = inet_addr ( IP_ADDRESS ) ; service.sin_port = htons ( TCP_PORT ) ; if ( connect ( connectSocket , ( struct sockaddr* ) &service , sizeof ( service ) ) == SOCKET_ERROR ) { break ; } recvResult = recv ( connectSocket , inputBuffer , CHAR_ARRAY_SIZE - 1 , 0 ) ; if ( recvResult == SOCKET_ERROR || recvResult == 0 ) { break ; } inputBuffer [ recvResult ] = '",1
" int execl ( const char * , const char * , ... ) ;",1
" int execle ( const char * , const char * , ... ) ;",1
" int execlp ( const char * , const char * , ... ) ;",1
" int execv ( const char * , char *const [ ] ) ;",1
" int execve ( const char * , char *const [ ] , char *const [ ] ) ;",1
" int execvp ( const char * , char *const [ ] ) ;",1
" int fd = open ( argv [ 1 ] , O_RDONLY ) ;",1
" int fd = open ( argv [ 1 ] , O_RDONLY1 ) ;",1
" int fd = open ( argv [ 1 ] , O_RDWR | O_CREAT ) ;",1
" int fd = open ( argv [ 1 ] , O_RDWR | O_CREAT1 ) ;",1
 int fgetc ( FILE * stream ) ,1
 int get_ser_fd ( ) { return serial_source_fd ( ser_src ) ; } ,1
 int ipv6_addr_is_zero ( const ip6_addr_t *addr ) { int i ; for ( i = 0 ;i<16 ;i++ ) { if ( addr -> addr [ i ] ) { return 0 ; } } return 1 ; } ,1
 int model = atoi ( argv [ 1 ] + 6 ) ;,1
 int model = atoi ( argv1 [ 1 ] + 6 ) ;,1
 int model = atoi ( argv2 [ 1 ] + 6 ) ;,1
" int printf ( const char *format , ... ) { va_list args ; va_start ( args , format ) ; return TN_print ( 0 , format , args , 0 ) ; } ",1
" int printf ( const char *format , ... ) { va_list args ; va_start ( args , format ) ; return print ( 0 , format , args ) ; } ",1
" int printf ( const char *format , ... ) { va_list args33 ; va_start ( args33 , format ) ; return TN_print ( 0 , format , args33 , 0 ) ; } ",1
" int printf ( const char *format1 , ) { va_list args1 ; va_start ( args1 , format ) ; return print ( 0 , format1 , args ) ; } ",1
" int snprintf ( char *buf , unsigned int count , const char *format , ) { va_list args22 ; ( void ) count ; va_start ( args , format ) ; return print ( &buf , format , args33 ) ; } ",1
" int snprintf ( char *buf , unsigned int count , const char *format , ... ) { va_list args ; ( void ) count ; va_start ( args , format ) ; return TN_print ( &buf , format , args , count ) ; } ",1
" int snprintf ( char *buf , unsigned int count , const char *format , ... ) { va_list args ; ( void ) count ; va_start ( args , format ) ; return print ( &buf , format , args ) ; } ",1
" int snprintf ( char *buf , unsigned int count , const char *format , ? ) { va_list args33 ; ( void ) count ; va_start ( args33 , format ) ; return TN_print ( &buf , format , args33 , count ) ; } ",1
" int sprintf ( char *out , const char *format , ) { va_list args ; va_start ( args23 , format ) ; return TN_print ( &out , format , args44 , 0 ) ; } ",1
" int sprintf ( char *out , const char *format , ) { va_list args22 ; va_start ( args22 , format ) ; return print ( &out , format , args22 ) ; } ",1
" int sprintf ( char *out , const char *format , ... ) { va_list args ; va_start ( args , format ) ; return TN_print ( &out , format , args , 0 ) ; } ",1
" int sprintf ( char *out , const char *format , ... ) { va_list args ; va_start ( args , format ) ; return print ( &out , format , args ) ; } ",1
" int tcplib_connect ( struct tcplib_sock *sock , struct sockaddr_in6 *serv_addr ) { if ( sock -> tx_buf == NULL ) return -1 ; switch ( sock -> state ) { case TCP_CLOSED: memset ( &sock -> l_ep , 0 , sizeof ( struct sockaddr_in6 ) ) ; sock -> l_ep.sin6_port = htons ( alloc_local_port ( ) ) ; break ; case TCP_LISTEN: break ; default: return -1 ; } ",1
" namespace CW { staticvoid G1 ( ) { if ( STATIC_CONST_FALSE ) { print Line ( "" 0 , fixed string "" ) ; } else { { char charBuffer [ CHAR_BUFFER_SIZE ] ; cin.width ( CHAR_BUFFER_SIZE ) ; cin >> charBuffer ; charBuffer [ CHAR_BUFFER_SIZE-1 ] = '",0
" namespace CW { staticvoid G1 ( ) { if ( STATIC_CONST_FIVE!= 5 ) { print Line ( "" 0 , fixed string "" ) ; } else { { char charBuffer [ CHAR_BUFFER_SIZE ] ; cin.width ( CHAR_BUFFER_SIZE ) ; cin >> charBuffer ; charBuffer [ CHAR_BUFFER_SIZE-1 ] = '",0
 namespace CW { staticvoid G2 ( ) { if ( STATIC_CONST_FIVE == 5 ) { { char charBuffer [ CHAR_BUFFER_SIZE ] ; cin.width ( CHAR_BUFFER_SIZE ) ; cin >> charBuffer ; charBuffer [ CHAR_BUFFER_SIZE-1 ] = ',0
 namespace CW { staticvoid G2 ( ) { if ( STATIC_CONST_TRUE ) { { char charBuffer [ CHAR_BUFFER_SIZE ] ; cin.width ( CHAR_BUFFER_SIZE ) ; cin >> charBuffer ; charBuffer [ CHAR_BUFFER_SIZE-1 ] = ',0
 namespace CWE369_Divide_by_Zero__float_connect_socket_81 { void CWE369_Divide_by_Zero__float_connect_socket_81_GG2B::action ( float data ) const { { int result = ( int ) ( 100.0 / data ) ; print int Line ( result ) ; } } ,0
 namespace CWE415_Double_Free__malloc_free_char_84 { CWE415_Double_Free__malloc_free_char_84_GB2G::CWE415_Double_Free__malloc_free_char_84_GB2G ( char * dataCopy ) { data = dataCopy ; data = ( char * ) malloc ( 100*sizeof ( char ) ) ; if ( data == NULL ) { exit ( -1 ) ; } free ( data ) ; } ,0
" namespace char_calloc_84 { char_calloc_84_GG2B:: char_calloc_84_GG2B ( char * dataCopy ) { data = dataCopy ; data = ( char * ) ALLOCA ( 100*sizeof ( char ) ) ; strcpy ( data , "" A String "" ) ; print Line ( data ) ; } char_calloc_84_GG2B::~ char_calloc_84_GG2B ( ) { ; } } ",0
 namespace int 64_t_81 { void int 64_t_81_GB2G::action ( int 64_t * data ) const { } } ,0
 noise_hash -> size = NOISE_DEFAULT_ELEMENT_SIZE ; noise_hash -> elements = ( char * ) malloc ( sizeof ( char ) *noise_hash -> size ) ; ,1
" printf ( "" Err "" , c_read , c_read ) ; fL ( &sorted , count ) ; closedir ( &wdir ) ; return -5 ; }",1
" printf ( "" ErrG "" , a_read , a_read ) ; fr ( &sorted , count ) ; closedir ( &wdir ) ; return -3 ; }",1
" printf ( "" Error "" , n_readQ , b_readQ ) ; free_List ( &sorted , countQ ) ; closedir ( &wdir ) ; return -6 ; }",1
" printf ( "" Error"" , C_read , C_read ) ; free_L ( &sorted , count ) ; closedir ( &wdir ) ; return -1 ; }",1
" printf ( "" Errors "" , d_read , d_read ) ; L ( &sorted , count ) ; closedir ( &wdir ) ; return -4 ; }",1
" staticvoid G1 ( ) { if ( 5!= 5 ) { print Line ( "" 0 , fixed string "" ) ; } else { { char dataBuffer [ 100 ] = "" "" ; char * data = dataBuffer ; if ( fread ( ( char * ) data , sizeof ( char ) , ( size_t ) ( 100-1 ) , stdin ) != 100-1 ) { print Line ( "" fread failed! "" ) ; } } } } ",0
" staticvoid G1 ( ) { if ( STATIC_CONST_FALSE ) { print Line ( "" 0 , fixed string "" ) ; } else { if ( !ImpersonateSelf ( SecurityImpersonation ) { print Line ( "" fprintf failed! "" ) ; } } } ",0
" staticvoid G1 ( ) { if ( STATIC_CONST_FALSE ) { print Line ( "" 0 , fixed string "" ) ; } else { if ( RENAME ( OLD_BAD_FILE_NAME , "" newbadfilename.txt "" ) != 0 { print Line ( "" fprintf failed! "" ) ; } } } ",0
" staticvoid G1 ( ) { if ( STATIC_CONST_FALSE ) { print Line ( "" 0 , fixed string "" ) ; } else { { char dataBuffer [ 100 ] = "" "" ; char * data = dataBuffer ; strcpy ( data , "" abcdefghijklmnopqrstuvwxyz "" ) ; memmove ( data + 6 , data + 4 , 10*sizeof ( char ) ) ; print Line ( data ) ; } } } ",0
" staticvoid G1 ( ) { if ( STATIC_CONST_FALSE ) { print Line ( "" 0 , fixed string "" ) ; } else { { char dest [ DEST_SIZE ] ; sprintf ( dest , "" %s %s "" , SOURCE_STRING , SOURCE_STRING ) ; print Line ( dest ) ; } } } initialized values. ",0
" staticvoid G1 ( ) { if ( STATIC_CONST_FALSE ) { print Line ( "" 0 , fixed string "" ) ; } else { { char filename [ 100 ] = "" "" ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",0
" staticvoid G1 ( ) { if ( STATIC_CONST_FALSE ) { print Line ( "" 0 , fixed string "" ) ; } else { { char filename [ 100 ] = "" "" ; struct STAT statBuffer ; int fileDesc = -1 ; if ( fgets ( filename , 100 , stdin ) == NULL ) { print Line ( "" fgets ( ) failed "" ) ; filename [ 0 ] = '",0
" staticvoid G1 ( ) { if ( STATIC_CONST_FALSE ) { print Line ( "" 0 , fixed string "" ) ; } else { { wchar_t dataBuffer [ 100 ] = L "" "" ; wchar_t * data = dataBuffer ; wcscpy ( data , L "" abcdefghijklmnopqrstuvwxyz "" ) ; memmove ( data + 6 , data + 4 , 10*sizeof ( wchar_t ) ) ; print Line ( data ) ; } } } ",0
" staticvoid G1 ( ) { if ( STATIC_CONST_FIVE!= 5 ) { print Line ( "" 0 , fixed string "" ) ; } else { if ( !ImpersonateSelf ( SecurityImpersonation ) { print Line ( "" fprintf failed! "" ) ; } } } ",0
" staticvoid G1 ( ) { if ( STATIC_CONST_FIVE!= 5 ) { print Line ( "" 0 , fixed string "" ) ; } else { if ( RENAME ( OLD_BAD_FILE_NAME , "" newbadfilename.txt "" ) != 0 { print Line ( "" fprintf failed! "" ) ; } } } ",0
